"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",0.91477991284391,0.939242124070468,0.968091447429146,0.972415818170874,0.978605263014697,1.02576235270867,1.04545573452191,1.08599768446736,1.09600524220494,1.10629367542667,1.11755352958791,1.15085378113272,1.1652860123338,1.18909581769907,1.21224311574865
"2",0.937478133993891,0.978662423517362,1.00471543187597,1.01873131784762,1.05649207034752,1.08772791310689,1.09239571479759,1.124121418447,1.15220235946066,1.17499716531854,1.21185469358137,1.22334880494521,1.2588434823206,1.29172746469078,1.30132940322387
"3",1.00225902220511,1.0244820890057,1.03464854639753,1.06919671296518,1.09188603644359,1.12169455054006,1.15980299621243,1.18812778133677,1.22493919190519,1.24621769008016,1.28909407943997,1.31282143739165,1.34458979961476,1.37547622825308,1.40780305569392
"4",1.01815255182637,1.03838595502121,1.08686996441534,1.1080960820221,1.15362836912322,1.1824452938591,1.22453805512321,1.25919911689977,1.29767377870996,1.32753434242704,1.35822879714198,1.39154770393916,1.43314515545508,1.46509338985654,1.49390790728661
"5",1.04560812879414,1.08395858852938,1.12218605764978,1.16947139502865,1.20541120578101,1.25045130292552,1.28172325642237,1.32253683508565,1.35624915769201,1.40028412669429,1.44418658412138,1.48936278335173,1.53277640397234,1.56066385952228,1.61259795881666
"6",1.08409739206574,1.12451136791419,1.17731898177449,1.21376247952946,1.25031270347984,1.30611802031002,1.34452709161279,1.38214435446051,1.43577361089989,1.47680574309726,1.52301677500491,1.56898034913798,1.60501295014809,1.65540497574853,1.68735177468189
"7",1.12781072554209,1.16852815774636,1.22226149269522,1.2735123101751,1.31025420140187,1.36167337045589,1.40832639691737,1.45815347172177,1.49629187293226,1.52611163699108,1.57642195998732,1.65036933803443,1.68819671783144,1.75557397738434,1.78400145250773
"8",1.16518169699414,1.21837232527289,1.27077156012982,1.30872408878727,1.35556800013522,1.4158120727406,1.46283674299126,1.53170080660016,1.57031018554538,1.62195899931519,1.68120925451892,1.72608527536584,1.78454783525105,1.81453279619577,1.84994136780088
"9",1.20699099108451,1.25301937792868,1.30381953306693,1.36654353839431,1.39786695699099,1.47275831450904,1.53019018274754,1.57504450000859,1.61644516081826,1.69670138742379,1.7401032147857,1.83149072784032,1.84739240247614,1.89580041597869,2.00874498383557
