"","t_start","t_end","Mean(R)","Std(R)","Quantile.0.025(R)","Quantile.0.05(R)","Quantile.0.25(R)","Median(R)","Quantile.0.75(R)","Quantile.0.95(R)","Quantile.0.975(R)"
"59",60,66,0.998779716084739,0.0286259179986437,0.945259513874085,0.953353167903632,0.979052719449235,0.997847770105474,1.01749824151976,1.04757330698615,1.0575494902772
"60",61,67,0.961220855968946,0.0253428314432154,0.912387160720299,0.920108484249224,0.943987601355972,0.960888775956573,0.978227662412715,1.00324769583972,1.01153640080793
"61",62,68,0.934385684155603,0.0272539178687002,0.882682135368895,0.89059519891794,0.915660686659834,0.933764680402193,0.952470297151179,0.980257625548642,0.989493646087092
"62",63,69,0.93670800191795,0.0322329870915166,0.877679207992597,0.886249460631179,0.913914982557802,0.935105452327321,0.958330201434176,0.992166759133233,1.00291941848466
"63",64,70,0.954545069204112,0.0345839976621035,0.890933361832712,0.899901726281017,0.929810393358903,0.953193976328123,0.97812153589031,1.01331654427602,1.02435831868679
"64",65,71,0.980297835421506,0.0336369563285648,0.916812641194053,0.926121275556145,0.956525172631736,0.979753765006596,1.00343478518178,1.03638307113768,1.04653762712338
"65",66,72,1.01654860573661,0.0307165468264351,0.956897566364542,0.966169965790015,0.995491597288964,1.01644739634933,1.03749339012674,1.06735016496779,1.07671993215378
"66",67,73,1.03232493988375,0.0271146967899085,0.979676269093844,0.987957971889438,1.01396119285749,1.03210825736367,1.05054475893914,1.0771956792896,1.085977728796
"67",68,74,1.00675948006803,0.0259120428653959,0.95649602101752,0.964607702509275,0.989196332325359,1.00654108545729,1.02409876193759,1.04974490622813,1.05818772126957
"68",69,75,1.02467384032115,0.0259031760525297,0.974475490639791,0.982498422312509,1.0071046764266,1.02441720165416,1.04201352856595,1.06757228396531,1.07606297052072
"69",70,76,1.03023523758344,0.0260666427690593,0.979784772553073,0.987714617899664,1.01252259071685,1.03012557387356,1.04775500195399,1.07345491669321,1.08153395417229
"70",71,77,1.04982518334246,0.0266183955647,0.998365682452525,1.00642786399075,1.03177782410646,1.04959363577577,1.06764494087765,1.09391135490463,1.10269599178245
"71",72,78,1.04181893122797,0.0279478604866801,0.987384020068096,0.996108829121521,1.02283797582751,1.04166992229202,1.06064712300345,1.08802408032497,1.09698801501461
"72",73,79,1.03478733899703,0.0278814639119813,0.980754409819426,0.989255350131805,1.01578163525545,1.03454972447869,1.05351358248277,1.08098171932405,1.09007367923713
"73",74,80,1.05013845545433,0.0276828458037911,0.996711051515252,1.00507943521363,1.0312674219023,1.04982298794092,1.06878477505515,1.09598891720901,1.1052193385016
